chName,style,歌入／無,テンポ,説明文,備考
おとぎの国の音楽,シャッフル放送,混在,オール,おとぎの国へようこそ！子どもから大人まで幅広く愛され続けるディズニーの楽曲を中心にお送りするチャンネルです。ディズニー映画のサウンドトラックやカヴァー楽曲に、親しみやすいファンタジー感溢れるナンバーを織り交ぜています。ファンシーショップやキッズスペースなどはもちろん、ディズニー作品が大好きな方、不朽の名作を味わいたいという方にもおすすめです。,
おとぎの国の音楽 （インストゥルメンタル）,シャッフル放送,無,オール,おとぎの国へようこそ！子どもから大人まで幅広く愛され続けるディズニー楽曲を中心にしたインストゥルメンタルをお送りするチャンネルです。ディズニー映画のインストゥルメンタル・カヴァーに、親しみやすいファンタジー感溢れるナンバーを織り交ぜています。ファンシーグッズやおもちゃ＆雑貨店などはもちろん、ディズニー作品を歌なしで味わいたいという方にもおすすめです。,
おとぎの国の音楽 （オルゴール）,シャッフル放送,無,スロー～ミドル,おとぎの国へようこそ！子どもから大人まで幅広く愛され続けるディズニーの楽曲を中心に、オルゴールの音色をお送りするチャンネルです。聴きなじみのあるディズニー作品とオルゴールのサウンドは相性バッチリ。聴いているだけでおとぎの国の雰囲気をお楽しみいただけます。マタニティショップやベビー用品店はもちろん、授乳室などにもおすすめのBGMです。,
おとぎの国のクリスマス,シャッフル放送,入,オール,ディズニーキャラクターが歌う夢あふれるファンタジーX'mas。,
おやすみ赤ちゃん,シャッフル放送,無,スロー,生まれたての赤ちゃんが心地よく眠れるような、心音やお母さんのお腹のなかで聞いていた音をバックに優しくゆったりした音楽で構成したチャンネル。クラシックや童謡、ディズニー音楽などを温かな音色で奏でます。体がフワフワ浮いてしまいそうな気持ちよい音楽に誘われて、赤ちゃんの目もトロン……寝かしつけているお母さんもいつしか夢の中へ誘われてしまいます。【推奨対象年齢】0歳～2歳,
あかちゃんのごきげん音楽,シャッフル放送,無,ミドル～アップ,玉川大学赤ちゃんラボの梶川祥世先生とUSENとの共同研究で得られた、ごきげん音楽の特徴を基に制作したUSENオリジナル曲による番組です。赤ちゃんの興味を惹く音の変化や効果音を多用した、にぎやかでコミカルな雰囲気の音楽になっています。商業施設のベビールームなど、ぐずってしまうお子様に落ち着いてほしい・楽しく過ごしてもらいたい場面にはもちろん、ご家庭での利用もおすすめのBGMです。,
うたってあそぼ♪,シャッフル放送,入,オール,いつもおうちの人が歌ってくれる子ども向けの歌をお届けします。童謡や遊び歌など言葉を覚えたばかりのお子様向けの優しい歌から、教育番組で放送されている子ども向けの歌まで、うたのおにいさん、おねえさん、子どもたちの歌声盛りだくさんでお届けします。親子でリズムに乗って口ずさみながら、また体を動かしながらコミュニケーションを図るのにも最適です。【推奨対象年齢】2歳～5歳,
うたってあそぼ♪ クリスマス,シャッフル放送,入,オール,「ジングルベル」に代表される幼児向けX'mas。,
童謡,シャッフル放送,入,オール,味わい深く、懐かしさ漂う四季折々の童謡を、季節に合わせてお送りするチャンネルです。3～5月は春、6～8月は夏、9～11月は秋、12～2月は冬とそれぞれの季節に合った童謡を選曲、またオールシーズン対応の童謡も織り交ぜてお届けしています。親しみと安心感を与える童謡は、いつ聴いても癒され、幅広い年齢層から愛され続けています。ぜひ親子一緒にご家庭で、また幼稚園や保育園などでもご活用ください。,季節別選曲
唱歌,シャッフル放送,入,スロー～ミドル,明治時代に旧制学校教育で使用されていた唱歌。当初は外国曲が主でしたが、後に日本人による作品も加わっていきました。地方の風土を歌った曲、故郷を懐かしんだ歌、時代性を汲んだ歌など、時代を反映した名曲が今も受け継がれています。まさに唱歌は日本人の心の故郷と言っても過言ではありません。小さなお子さまからお年寄りまで、世代を越えて一緒にお楽しみいただけるチャンネルです。,
心あたたまる童謡・唱歌,シャッフル放送,入,オール,あの頃に聞いた昔懐かしい童謡・唱歌は、人生に潤いと癒しをもたらしてくれます。口ずさむだけでとても懐かしく、四季折々の風景を感じることが出来ます。どんな時でも昔の思い出に浸る事が出来る楽曲をお届けします。,
